season,route_id,route_name,train,direction_id,day_type_id,day_type_name,stop_time,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
Spring 2012,CR-Haverhill,Haverhill Line,279,0,day_type_01,weekday,1/1/2012 22:07,Melrose Highlands,5,0,29,166,1731
Spring 2012,CR-Haverhill,Haverhill Line,279,0,day_type_01,weekday,1/1/2012 22:09,Greenwood,6,0,26,140,1732
Spring 2012,CR-Haverhill,Haverhill Line,279,0,day_type_01,weekday,1/1/2012 22:14,Wakefield,7,0,46,94,1733
Spring 2012,CR-Haverhill,Haverhill Line,279,0,day_type_01,weekday,1/1/2012 22:20,Reading,8,0,94,0,1734
Spring 2012,CR-Haverhill,Haverhill Line,281,0,day_type_01,weekday,1/1/2012 22:55,North Station,1,205,0,205,1735
Spring 2012,CR-Haverhill,Haverhill Line,281,0,day_type_01,weekday,1/1/2012 23:05,Malden Center,2,3,1,207,1736
Spring 2012,CR-Haverhill,Haverhill Line,281,0,day_type_01,weekday,1/1/2012 23:08,Wyoming Hill,3,0,6,201,1737
Spring 2012,CR-Haverhill,Haverhill Line,281,0,day_type_01,weekday,1/1/2012 23:10,Melrose/Cedar Park,4,0,18,183,1738
Spring 2012,CR-Haverhill,Haverhill Line,281,0,day_type_01,weekday,1/1/2012 23:12,Melrose Highlands,5,0,18,165,1739
Spring 2012,CR-Haverhill,Haverhill Line,281,0,day_type_01,weekday,1/1/2012 23:15,Greenwood,6,0,14,151,1740
Spring 2012,CR-Haverhill,Haverhill Line,281,0,day_type_01,weekday,1/1/2012 23:19,Wakefield,7,0,68,83,1741
Spring 2012,CR-Haverhill,Haverhill Line,281,0,day_type_01,weekday,1/1/2012 23:25,Reading,8,0,83,0,1742
Spring 2012,CR-Haverhill,Haverhill Line,287,0,day_type_01,weekday,1/2/2012 0:20,North Station,1,115,0,115,1743
Spring 2012,CR-Haverhill,Haverhill Line,287,0,day_type_01,weekday,1/2/2012 0:30,Malden Center,2,1,0,116,1744
Spring 2012,CR-Haverhill,Haverhill Line,287,0,day_type_01,weekday,1/2/2012 0:33,Wyoming Hill,3,0,13,103,1745
Spring 2012,CR-Haverhill,Haverhill Line,287,0,day_type_01,weekday,1/2/2012 0:35,Melrose/Cedar Park,4,0,13,90,1746
Spring 2012,CR-Haverhill,Haverhill Line,287,0,day_type_01,weekday,1/2/2012 0:38,Melrose Highlands,5,0,18,72,1747
Spring 2012,CR-Haverhill,Haverhill Line,287,0,day_type_01,weekday,1/2/2012 0:40,Greenwood,6,0,12,60,1748
Spring 2012,CR-Haverhill,Haverhill Line,287,0,day_type_01,weekday,1/2/2012 0:44,Wakefield,7,0,21,39,1749
Spring 2012,CR-Haverhill,Haverhill Line,287,0,day_type_01,weekday,1/2/2012 0:50,Reading,8,0,39,0,1750
Spring 2012,CR-Haverhill,Haverhill Line,291,0,day_type_01,weekday,1/2/2012 2:35,North Station,1,38,0,38,1751
Spring 2012,CR-Haverhill,Haverhill Line,291,0,day_type_01,weekday,1/2/2012 2:45,Malden Center,2,2,0,40,1752
Spring 2012,CR-Haverhill,Haverhill Line,291,0,day_type_01,weekday,1/2/2012 2:48,Wyoming Hill,3,1,1,40,1753
Spring 2012,CR-Haverhill,Haverhill Line,291,0,day_type_01,weekday,1/2/2012 2:50,Melrose/Cedar Park,4,0,6,34,1754
Spring 2012,CR-Haverhill,Haverhill Line,291,0,day_type_01,weekday,1/2/2012 2:52,Melrose Highlands,5,0,5,29,1755
Spring 2012,CR-Haverhill,Haverhill Line,291,0,day_type_01,weekday,1/2/2012 2:54,Greenwood,6,0,2,27,1756
Spring 2012,CR-Haverhill,Haverhill Line,291,0,day_type_01,weekday,1/2/2012 2:58,Wakefield,7,0,9,18,1757
Spring 2012,CR-Haverhill,Haverhill Line,291,0,day_type_01,weekday,1/2/2012 3:04,Reading,8,0,18,0,1758
Spring 2012,CR-Kingston,Kingston/Plymouth Line,32,1,day_type_01,weekday,1/1/2012 10:22,Kingston,2,62,0,62,1759
Spring 2012,CR-Kingston,Kingston/Plymouth Line,32,1,day_type_01,weekday,1/1/2012 10:33,Halifax,3,30,0,92,1760
Spring 2012,CR-Kingston,Kingston/Plymouth Line,32,1,day_type_01,weekday,1/1/2012 10:39,Hanson,4,32,0,124,1761
Spring 2012,CR-Kingston,Kingston/Plymouth Line,32,1,day_type_01,weekday,1/1/2012 10:45,Whitman,5,51,0,175,1762
Spring 2012,CR-Kingston,Kingston/Plymouth Line,32,1,day_type_01,weekday,1/1/2012 10:49,Abington,6,57,0,232,1763
Spring 2012,CR-Kingston,Kingston/Plymouth Line,32,1,day_type_01,weekday,1/1/2012 10:55,South Weymouth,7,43,0,275,1764
Spring 2012,CR-Kingston,Kingston/Plymouth Line,60,1,day_type_01,weekday,1/1/2012 15:40,Plymouth,1,0,0,5,1765
Spring 2012,CR-Kingston,Kingston/Plymouth Line,65,0,day_type_01,weekday,1/1/2012 18:26,Kingston,10,0,9,3,1766
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/1/2012 23:30,Malden Center,2,10,3,379,1767
Spring 2012,CR-Kingston,Kingston/Plymouth Line,48,1,day_type_01,weekday,1/1/2012 21:39,Braintree,8,0,6,22,1768
Spring 2012,CR-Lowell,Lowell Line,222,1,day_type_01,weekday,1/1/2012 18:52,Wedgemere,7,0,0,3,1769
Spring 2012,CR-Kingston,Kingston/Plymouth Line,65,0,day_type_01,weekday,1/1/2012 18:52,Plymouth,11,0,3,0,1770
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/1/2012 23:33,Wyoming Hill,3,1,12,368,1771
Spring 2012,CR-Kingston,Kingston/Plymouth Line,60,1,day_type_01,weekday,1/1/2012 15:05,Kingston,2,5,0,5,1772
Spring 2012,CR-Kingston,Kingston/Plymouth Line,67,0,day_type_01,weekday,1/1/2012 23:20,South Station,1,275,0,275,1773
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 5:20,Malden Center,2,1,0,32,1774
Spring 2012,CR-Lowell,Lowell Line,222,1,day_type_01,weekday,1/1/2012 18:56,West Medford,8,0,0,3,1775
Spring 2012,CR-Kingston,Kingston/Plymouth Line,60,1,day_type_01,weekday,1/1/2012 15:51,Halifax,3,9,0,14,1776
Spring 2012,CR-Kingston,Kingston/Plymouth Line,48,1,day_type_01,weekday,1/1/2012 22:03,South Station,11,0,22,0,1777
Spring 2012,CR-Kingston,Kingston/Plymouth Line,67,0,day_type_01,weekday,1/1/2012 23:39,Braintree,4,14,8,281,1778
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/1/2012 23:35,Melrose/Cedar Park,4,1,14,355,1779
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 5:23,Wyoming Hill,3,0,1,31,1780
Spring 2012,CR-Lowell,Lowell Line,222,1,day_type_01,weekday,1/1/2012 19:07,North Station,9,0,3,0,1781
Spring 2012,CR-Kingston,Kingston/Plymouth Line,60,1,day_type_01,weekday,1/1/2012 15:57,Hanson,4,4,1,17,1782
Spring 2012,CR-Kingston,Kingston/Plymouth Line,52,1,day_type_01,weekday,1/1/2012 23:17,Kingston,2,1,0,1,1783
Spring 2012,CR-Kingston,Kingston/Plymouth Line,67,0,day_type_01,weekday,1/1/2012 23:47,South Weymouth,5,0,38,243,1784
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/1/2012 23:37,Melrose Highlands,5,0,21,334,1785
Spring 2012,CR-Kingston,Kingston/Plymouth Line,32,1,day_type_01,weekday,1/1/2012 11:25,South Station,11,0,233,0,1786
Spring 2012,CR-Lowell,Lowell Line,232,1,day_type_01,weekday,1/1/2012 22:11,Anderson/Woburn,4,8,3,5,1787
Spring 2012,CR-Kingston,Kingston/Plymouth Line,60,1,day_type_01,weekday,1/1/2012 16:04,Whitman,5,9,3,23,1788
Spring 2012,CR-Kingston,Kingston/Plymouth Line,52,1,day_type_01,weekday,1/1/2012 23:28,Halifax,3,2,0,3,1789
Spring 2012,CR-Kingston,Kingston/Plymouth Line,67,0,day_type_01,weekday,1/1/2012 23:53,Abington,6,1,57,187,1790
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/1/2012 23:40,Greenwood,6,1,18,317,1791
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 5:25,Melrose/Cedar Park,4,0,0,31,1792
Spring 2012,CR-Lowell,Lowell Line,232,1,day_type_01,weekday,1/1/2012 22:32,North Station,9,0,5,0,1793
Spring 2012,CR-Kingston,Kingston/Plymouth Line,60,1,day_type_01,weekday,1/1/2012 16:08,Abington,6,9,0,32,1794
Spring 2012,CR-Kingston,Kingston/Plymouth Line,52,1,day_type_01,weekday,1/1/2012 23:34,Hanson,4,2,0,5,1795
Spring 2012,CR-Kingston,Kingston/Plymouth Line,67,0,day_type_01,weekday,1/1/2012 23:57,Whitman,7,1,45,143,1796
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/1/2012 23:43,Wakefield,7,1,39,279,1797
Spring 2012,CR-Kingston,Kingston/Plymouth Line,55,0,day_type_01,weekday,1/2/2012 2:58,South Weymouth,5,0,13,55,1798
Spring 2012,CR-Lowell,Lowell Line,236,1,day_type_01,weekday,1/2/2012 0:00,Wilmington,3,0,0,0,1799
Spring 2012,CR-Kingston,Kingston/Plymouth Line,52,1,day_type_01,weekday,1/1/2012 23:41,Whitman,5,2,2,5,1800
Spring 2012,CR-Kingston,Kingston/Plymouth Line,67,0,day_type_01,weekday,1/2/2012 0:04,Hanson,8,0,47,96,1801
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/1/2012 23:49,Reading,8,0,73,206,1802
Spring 2012,CR-Kingston,Kingston/Plymouth Line,60,1,day_type_01,weekday,1/1/2012 16:14,South Weymouth,7,8,0,40,1803
Spring 2012,CR-Kingston,Kingston/Plymouth Line,52,1,day_type_01,weekday,1/1/2012 23:45,Abington,6,7,0,12,1804
Spring 2012,CR-Kingston,Kingston/Plymouth Line,34,1,day_type_01,weekday,1/1/2012 11:09,Kingston,2,143,0,143,1805
Spring 2012,CR-Lowell,Lowell Line,236,1,day_type_01,weekday,1/2/2012 0:04,Anderson/Woburn,4,3,0,3,1806
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 5:39,Reading,8,2,4,22,1807
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 5:27,Melrose Highlands,5,0,2,29,1808
Spring 2012,CR-Kingston,Kingston/Plymouth Line,67,0,day_type_01,weekday,1/2/2012 0:10,Halifax,9,0,33,63,1809
Spring 2012,CR-Kingston,Kingston/Plymouth Line,60,1,day_type_01,weekday,1/1/2012 16:23,Braintree,8,1,9,32,1810
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/1/2012 23:56,North Wilmington,9,1,8,199,1811
Spring 2012,CR-Lowell,Lowell Line,236,1,day_type_01,weekday,1/2/2012 0:25,North Station,9,0,3,0,1812
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 5:45,North Wilmington,9,0,1,21,1813
Spring 2012,CR-Kingston,Kingston/Plymouth Line,55,0,day_type_01,weekday,1/2/2012 3:04,Abington,6,0,14,41,1814
Spring 2012,CR-Kingston,Kingston/Plymouth Line,34,1,day_type_01,weekday,1/1/2012 11:26,Hanson,4,102,0,322,1815
Spring 2012,CR-Kingston,Kingston/Plymouth Line,60,1,day_type_01,weekday,1/1/2012 16:44,South Station,11,0,32,0,1816
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/2/2012 0:04,Ballardvale,10,0,31,168,1817
Spring 2012,CR-Lowell,Lowell Line,302,1,day_type_01,weekday,1/1/2012 10:35,Lowell,1,104,0,104,1818
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 5:51,Ballardvale,10,0,0,21,1819
Spring 2012,CR-Kingston,Kingston/Plymouth Line,33,0,day_type_01,weekday,1/1/2012 12:55,Hanson,8,0,2,8,1820
Spring 2012,CR-Kingston,Kingston/Plymouth Line,34,1,day_type_01,weekday,1/1/2012 11:32,Whitman,5,95,0,417,1821
Spring 2012,CR-Kingston,Kingston/Plymouth Line,62,1,day_type_01,weekday,1/1/2012 17:06,Plymouth,1,11,0,11,1822
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/2/2012 0:11,Andover,11,1,52,117,1823
Spring 2012,CR-Lowell,Lowell Line,302,1,day_type_01,weekday,1/1/2012 10:43,North Billerica,2,73,0,177,1824
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 5:57,Andover,11,0,8,13,1825
Spring 2012,CR-Kingston,Kingston/Plymouth Line,34,1,day_type_01,weekday,1/1/2012 11:20,Halifax,3,77,0,220,1826
Spring 2012,CR-Kingston,Kingston/Plymouth Line,34,1,day_type_01,weekday,1/1/2012 11:36,Abington,6,74,0,491,1827
Spring 2012,CR-Kingston,Kingston/Plymouth Line,62,1,day_type_01,weekday,1/1/2012 17:17,Halifax,3,3,0,14,1828
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/2/2012 0:17,Lawrence,12,0,52,65,1829
Spring 2012,CR-Lowell,Lowell Line,302,1,day_type_01,weekday,1/1/2012 10:51,Wilmington,3,36,0,213,1830
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 6:03,Lawrence,12,0,8,5,1831
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 5:29,Greenwood,6,0,1,28,1832
Spring 2012,CR-Kingston,Kingston/Plymouth Line,34,1,day_type_01,weekday,1/1/2012 11:42,South Weymouth,7,92,0,583,1833
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/2/2012 0:27,Bradford,13,0,25,40,1834
Spring 2012,CR-Lowell,Lowell Line,302,1,day_type_01,weekday,1/1/2012 10:55,Anderson/Woburn,4,34,4,243,1835
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 6:12,Bradford,13,0,1,4,1836
Spring 2012,CR-Kingston,Kingston/Plymouth Line,62,1,day_type_01,weekday,1/1/2012 17:23,Hanson,4,2,0,16,1837
Spring 2012,CR-Haverhill,Haverhill Line,235,0,day_type_01,weekday,1/2/2012 0:30,Haverhill,14,0,40,0,1838
Spring 2012,CR-Kingston,Kingston/Plymouth Line,55,0,day_type_01,weekday,1/2/2012 3:08,Whitman,7,0,17,24,1839
Spring 2012,CR-Kingston,Kingston/Plymouth Line,34,1,day_type_01,weekday,1/1/2012 11:51,Braintree,8,16,56,543,1840
Spring 2012,CR-Haverhill,Haverhill Line,237,0,day_type_01,weekday,1/1/2012 23:55,North Station,1,110,0,110,1841
Spring 2012,CR-Kingston,Kingston/Plymouth Line,62,1,day_type_01,weekday,1/1/2012 17:30,Whitman,5,4,1,19,1842
Spring 2012,CR-Kingston,Kingston/Plymouth Line,55,0,day_type_01,weekday,1/2/2012 3:14,Hanson,8,0,7,17,1843
Spring 2012,CR-Lowell,Lowell Line,302,1,day_type_01,weekday,1/1/2012 11:02,Winchester Center,6,21,3,261,1844
Spring 2012,CR-Haverhill,Haverhill Line,245,0,day_type_01,weekday,1/2/2012 6:15,Haverhill,14,0,4,0,1845
Spring 2012,CR-Kingston,Kingston/Plymouth Line,34,1,day_type_01,weekday,1/1/2012 12:13,South Station,11,0,543,0,1846
Spring 2012,CR-Haverhill,Haverhill Line,237,0,day_type_01,weekday,1/2/2012 0:34,Ballardvale,10,0,17,93,1847
Spring 2012,CR-Kingston,Kingston/Plymouth Line,62,1,day_type_01,weekday,1/1/2012 17:34,Abington,6,12,0,31,1848
Spring 2012,CR-Kingston,Kingston/Plymouth Line,55,0,day_type_01,weekday,1/2/2012 3:20,Halifax,9,0,5,12,1849
Spring 2012,CR-Lowell,Lowell Line,302,1,day_type_01,weekday,1/1/2012 11:04,Wedgemere,7,27,0,288,1850
Spring 2012,CR-Haverhill,Haverhill Line,253,0,day_type_01,weekday,1/1/2012 11:45,North Station,1,4,0,4,1851
Spring 2012,CR-Haverhill,Haverhill Line,237,0,day_type_01,weekday,1/2/2012 0:41,Andover,11,0,23,70,1852
Spring 2012,CR-Kingston,Kingston/Plymouth Line,36,1,day_type_01,weekday,1/1/2012 12:07,Kingston,2,193,0,193,1853
Spring 2012,CR-Kingston,Kingston/Plymouth Line,62,1,day_type_01,weekday,1/1/2012 17:40,South Weymouth,7,5,3,33,1854
Spring 2012,CR-Kingston,Kingston/Plymouth Line,55,0,day_type_01,weekday,1/2/2012 3:34,Kingston,10,0,12,0,1855
Spring 2012,CR-Lowell,Lowell Line,302,1,day_type_01,weekday,1/1/2012 11:08,West Medford,8,30,2,316,1856
Spring 2012,CR-Haverhill,Haverhill Line,253,0,day_type_01,weekday,1/1/2012 11:55,Malden Center,2,1,0,5,1857
Spring 2012,CR-Haverhill,Haverhill Line,237,0,day_type_01,weekday,1/2/2012 0:47,Lawrence,12,2,33,39,1858
Spring 2012,CR-Kingston,Kingston/Plymouth Line,36,1,day_type_01,weekday,1/1/2012 12:18,Halifax,3,68,0,261,1859
Spring 2012,CR-Kingston,Kingston/Plymouth Line,62,1,day_type_01,weekday,1/1/2012 17:49,Braintree,8,2,5,30,1860
Spring 2012,CR-Kingston,Kingston/Plymouth Line,57,0,day_type_01,weekday,1/2/2012 3:45,South Station,1,25,0,25,1861
Spring 2012,CR-Lowell,Lowell Line,302,1,day_type_01,weekday,1/1/2012 11:22,North Station,9,0,316,0,1862
Spring 2012,CR-Haverhill,Haverhill Line,253,0,day_type_01,weekday,1/1/2012 11:59,Wyoming Hill,3,0,0,5,1863
Spring 2012,CR-Haverhill,Haverhill Line,237,0,day_type_01,weekday,1/2/2012 0:56,Bradford,13,0,11,28,1864
Spring 2012,CR-Kingston,Kingston/Plymouth Line,36,1,day_type_01,weekday,1/1/2012 12:24,Hanson,4,135,0,396,1865
Spring 2012,CR-Kingston,Kingston/Plymouth Line,62,1,day_type_01,weekday,1/1/2012 18:02,JFK/UMass,10,0,3,27,1866
Spring 2012,CR-Kingston,Kingston/Plymouth Line,57,0,day_type_01,weekday,1/2/2012 3:51,JFK/UMass,2,0,0,25,1867
Spring 2012,CR-Haverhill,Haverhill Line,253,0,day_type_01,weekday,1/1/2012 12:01,Melrose/Cedar Park,4,0,0,5,1868
Spring 2012,CR-Kingston,Kingston/Plymouth Line,36,1,day_type_01,weekday,1/1/2012 12:31,Whitman,5,128,1,523,1869
Spring 2012,CR-Haverhill,Haverhill Line,237,0,day_type_01,weekday,1/2/2012 0:59,Haverhill,14,0,28,0,1870
Spring 2012,CR-Haverhill,Haverhill Line,253,0,day_type_01,weekday,1/1/2012 12:03,Melrose Highlands,5,0,0,5,1871
Spring 2012,CR-Lowell,Lowell Line,304,1,day_type_01,weekday,1/1/2012 11:18,Lowell,1,183,0,183,1872
Spring 2012,CR-Kingston,Kingston/Plymouth Line,62,1,day_type_01,weekday,1/1/2012 18:10,South Station,11,0,27,0,1873
Spring 2012,CR-Kingston,Kingston/Plymouth Line,57,0,day_type_01,weekday,1/2/2012 4:04,Braintree,4,1,0,26,1874
Spring 2012,CR-Haverhill,Haverhill Line,253,0,day_type_01,weekday,1/1/2012 12:07,Wakefield,7,0,2,3,1875
Spring 2012,CR-Haverhill,Haverhill Line,239,0,day_type_01,weekday,1/2/2012 1:40,North Station,1,135,0,135,1876
Spring 2012,CR-Lowell,Lowell Line,304,1,day_type_01,weekday,1/1/2012 11:26,North Billerica,2,101,0,284,1877
Spring 2012,CR-Kingston,Kingston/Plymouth Line,36,1,day_type_01,weekday,1/1/2012 12:35,Abington,6,175,0,698,1878
Spring 2012,CR-Kingston,Kingston/Plymouth Line,57,0,day_type_01,weekday,1/2/2012 4:12,South Weymouth,5,0,7,19,1879
Spring 2012,CR-Haverhill,Haverhill Line,253,0,day_type_01,weekday,1/1/2012 12:14,Reading,8,0,3,0,1880
Spring 2012,CR-Kingston,Kingston/Plymouth Line,64,1,day_type_01,weekday,1/1/2012 19:22,Plymouth,1,7,0,7,1881
Spring 2012,CR-Haverhill,Haverhill Line,239,0,day_type_01,weekday,1/2/2012 1:50,Malden Center,2,4,0,139,1882
Spring 2012,CR-Lowell,Lowell Line,304,1,day_type_01,weekday,1/1/2012 11:34,Wilmington,3,80,2,362,1883
Spring 2012,CR-Kingston,Kingston/Plymouth Line,36,1,day_type_01,weekday,1/1/2012 12:42,South Weymouth,7,126,0,824,1884
Spring 2012,CR-Kingston,Kingston/Plymouth Line,57,0,day_type_01,weekday,1/2/2012 4:18,Abington,6,0,7,12,1885
Spring 2012,CR-Haverhill,Haverhill Line,255,0,day_type_01,weekday,1/1/2012 12:15,North Station,1,5,0,5,1886
Spring 2012,CR-Kingston,Kingston/Plymouth Line,64,1,day_type_01,weekday,1/1/2012 18:35,Kingston,2,0,0,0,1887
Spring 2012,CR-Kingston,Kingston/Plymouth Line,33,0,day_type_01,weekday,1/1/2012 12:49,Whitman,7,0,3,10,1888
Spring 2012,CR-Lowell,Lowell Line,304,1,day_type_01,weekday,1/1/2012 11:38,Anderson/Woburn,4,68,7,423,1889
Spring 2012,CR-Kingston,Kingston/Plymouth Line,36,1,day_type_01,weekday,1/1/2012 12:51,Braintree,8,29,20,833,1890
Spring 2012,CR-Kingston,Kingston/Plymouth Line,57,0,day_type_01,weekday,1/2/2012 4:22,Whitman,7,0,4,8,1891
Spring 2012,CR-Haverhill,Haverhill Line,255,0,day_type_01,weekday,1/1/2012 12:25,Malden Center,2,2,1,6,1892
Spring 2012,CR-Kingston,Kingston/Plymouth Line,64,1,day_type_01,weekday,1/1/2012 19:33,Halifax,3,1,0,8,1893
Spring 2012,CR-Haverhill,Haverhill Line,239,0,day_type_01,weekday,1/2/2012 1:53,Wyoming Hill,3,0,6,133,1894
Spring 2012,CR-Lowell,Lowell Line,304,1,day_type_01,weekday,1/1/2012 11:46,Winchester Center,6,29,2,450,1895
Spring 2012,CR-Kingston,Kingston/Plymouth Line,36,1,day_type_01,weekday,1/1/2012 13:04,JFK/UMass,10,0,110,723,1896
Spring 2012,CR-Kingston,Kingston/Plymouth Line,57,0,day_type_01,weekday,1/2/2012 4:28,Hanson,8,0,3,5,1897
Spring 2012,CR-Haverhill,Haverhill Line,255,0,day_type_01,weekday,1/1/2012 12:28,Wyoming Hill,3,0,0,6,1898
Spring 2012,CR-Kingston,Kingston/Plymouth Line,64,1,day_type_01,weekday,1/1/2012 19:39,Hanson,4,4,0,12,1899
Spring 2012,CR-Haverhill,Haverhill Line,239,0,day_type_01,weekday,1/2/2012 1:55,Melrose/Cedar Park,4,0,1,132,1900
Spring 2012,CR-Lowell,Lowell Line,304,1,day_type_01,weekday,1/1/2012 11:49,Wedgemere,7,51,0,501,1901
Spring 2012,CR-Kingston,Kingston/Plymouth Line,57,0,day_type_01,weekday,1/2/2012 4:34,Halifax,9,0,1,4,1902
Spring 2012,CR-Haverhill,Haverhill Line,255,0,day_type_01,weekday,1/1/2012 12:30,Melrose/Cedar Park,4,0,0,6,1903
Spring 2012,CR-Kingston,Kingston/Plymouth Line,64,1,day_type_01,weekday,1/1/2012 19:46,Whitman,5,8,0,20,1904
Spring 2012,CR-Kingston,Kingston/Plymouth Line,36,1,day_type_01,weekday,1/1/2012 13:12,South Station,11,0,723,0,1905
Spring 2012,CR-Kingston,Kingston/Plymouth Line,57,0,day_type_01,weekday,1/2/2012 4:48,Kingston,10,0,4,0,1906
Spring 2012,CR-Lowell,Lowell Line,304,1,day_type_01,weekday,1/1/2012 11:53,West Medford,8,40,0,541,1907
Spring 2012,CR-Haverhill,Haverhill Line,239,0,day_type_01,weekday,1/2/2012 1:57,Melrose Highlands,5,0,9,123,1908
Spring 2012,CR-Lowell,Lowell Line,304,1,day_type_01,weekday,1/1/2012 12:05,North Station,9,0,541,0,1909
Spring 2012,CR-Kingston,Kingston/Plymouth Line,61,0,day_type_01,weekday,1/1/2012 13:56,South Station,1,14,0,14,1910
Spring 2012,CR-Kingston,Kingston/Plymouth Line,64,1,day_type_01,weekday,1/1/2012 19:50,Abington,6,3,1,22,1911
Spring 2012,CR-Haverhill,Haverhill Line,255,0,day_type_01,weekday,1/1/2012 12:32,Melrose Highlands,5,0,0,6,1912
Spring 2012,CR-Kingston,Kingston/Plymouth Line,38,1,day_type_01,weekday,1/1/2012 12:32,Kingston,2,144,0,144,1913
Spring 2012,CR-Haverhill,Haverhill Line,239,0,day_type_01,weekday,1/2/2012 1:59,Greenwood,6,1,6,118,1914
Spring 2012,CR-Lowell,Lowell Line,306,1,day_type_01,weekday,1/1/2012 11:51,Lowell,1,209,0,209,1915
Spring 2012,CR-Kingston,Kingston/Plymouth Line,61,0,day_type_01,weekday,1/1/2012 14:10,Quincy Center,3,3,0,17,1916
Spring 2012,CR-Kingston,Kingston/Plymouth Line,64,1,day_type_01,weekday,1/1/2012 19:56,South Weymouth,7,3,1,24,1917
Spring 2012,CR-Haverhill,Haverhill Line,255,0,day_type_01,weekday,1/1/2012 12:36,Wakefield,7,0,5,1,1918
Spring 2012,CR-Kingston,Kingston/Plymouth Line,38,1,day_type_01,weekday,1/1/2012 12:43,Halifax,3,79,0,223,1919
Spring 2012,CR-Haverhill,Haverhill Line,239,0,day_type_01,weekday,1/2/2012 2:04,Wakefield,7,0,15,103,1920
Spring 2012,CR-Lowell,Lowell Line,306,1,day_type_01,weekday,1/1/2012 11:59,North Billerica,2,126,0,335,1921
Spring 2012,CR-Kingston,Kingston/Plymouth Line,61,0,day_type_01,weekday,1/1/2012 14:15,Braintree,4,3,1,19,1922
Spring 2012,CR-Kingston,Kingston/Plymouth Line,64,1,day_type_01,weekday,1/1/2012 20:05,Braintree,8,4,11,17,1923
Spring 2012,CR-Haverhill,Haverhill Line,255,0,day_type_01,weekday,1/1/2012 12:43,Reading,8,0,1,0,1924
Spring 2012,CR-Kingston,Kingston/Plymouth Line,38,1,day_type_01,weekday,1/1/2012 12:49,Hanson,4,62,0,285,1925
Spring 2012,CR-Haverhill,Haverhill Line,239,0,day_type_01,weekday,1/2/2012 2:10,Reading,8,1,14,90,1926
Spring 2012,CR-Lowell,Lowell Line,306,1,day_type_01,weekday,1/1/2012 12:06,Wilmington,3,87,3,419,1927
Spring 2012,CR-Kingston,Kingston/Plymouth Line,61,0,day_type_01,weekday,1/1/2012 14:23,South Weymouth,5,1,1,19,1928
Spring 2012,CR-Kingston,Kingston/Plymouth Line,64,1,day_type_01,weekday,1/1/2012 20:26,South Station,11,0,17,0,1929
Spring 2012,CR-Haverhill,Haverhill Line,257,0,day_type_01,weekday,1/1/2012 12:50,North Station,1,0,0,0,1930
Spring 2012,CR-Kingston,Kingston/Plymouth Line,38,1,day_type_01,weekday,1/1/2012 12:56,Whitman,5,89,0,374,1931
Spring 2012,CR-Haverhill,Haverhill Line,239,0,day_type_01,weekday,1/2/2012 2:16,North Wilmington,9,0,4,86,1932
Spring 2012,CR-Lowell,Lowell Line,306,1,day_type_01,weekday,1/1/2012 12:13,Anderson/Woburn,4,57,5,471,1933
Spring 2012,CR-Kingston,Kingston/Plymouth Line,61,0,day_type_01,weekday,1/1/2012 14:29,Abington,6,0,3,16,1934
Spring 2012,CR-Kingston,Kingston/Plymouth Line,66,1,day_type_01,weekday,1/2/2012 1:05,Plymouth,1,3,0,5,1935
Spring 2012,CR-Kingston,Kingston/Plymouth Line,56,1,day_type_01,weekday,1/2/2012 1:47,Kingston,2,4,0,4,1936
